Point de vente;Code UIC;Date;TA > 30;TA > 60;Arrivés
Paris Gare de Lyon Fresque;350744024.0;2019-10-10;82.0;25.0;1138.0
Paris Gare de Lyon Fresque;350744024.0;2019-10-12;25.0;0.0;872.0
Paris Gare de Lyon Fresque;350744024.0;2019-10-14;54.0;0.0;1169.0
Paris Gare de Lyon Fresque;350744024.0;2019-10-21;60.0;10.0;1112.0
Paris Gare de Lyon Fresque;350744024.0;2019-10-23;32.0;0.0;840.0
Paris Gare de Lyon Fresque;350744024.0;2019-11-01;1.0;0.0;901.0
Paris Gare de Lyon Fresque;350744024.0;2019-11-08;12.0;0.0;1150.0
Paris Gare de Lyon Fresque;350744024.0;2019-11-11;115.0;40.0;899.0
Paris Gare de Lyon Fresque;350744024.0;2019-11-16;66.0;2.0;782.0
Paris Gare de Lyon Fresque;350744024.0;2019-11-30;74.0;0.0;975.0
Paris Gare de Lyon Fresque;350744024.0;2019-12-09;3.0;0.0;960.0
Paris Gare de Lyon Fresque;350744024.0;2019-12-11;4.0;0.0;1115.0
Paris Gare de Lyon Fresque;350744024.0;2019-12-15;16.0;1.0;789.0
Paris Gare de Lyon Fresque;350744024.0;2019-12-24;0.0;0.0;1251.0
Paris Gare de Lyon Fresque;350744024.0;2020-01-24;32.0;0.0;746.0
Paris Gare de Lyon Fresque;350744024.0;2020-01-28;0.0;0.0;970.0
Paris Gare de Lyon Fresque;350744024.0;2020-01-29;21.0;0.0;973.0
Paris Gare de Lyon Fresque;350744024.0;2020-01-30;97.0;0.0;820.0
Paris Gare de Lyon Fresque;350744024.0;2020-02-04;0.0;0.0;973.0
Paris Gare de Lyon Fresque;350744024.0;2020-02-05;0.0;0.0;1018.0
Paris Gare de Lyon Fresque;350744024.0;2020-02-06;7.0;0.0;869.0
Paris Gare de Lyon Fresque;350744024.0;2020-02-09;4.0;0.0;599.0
Paris Gare de Lyon Fresque;350744024.0;2020-02-19;0.0;0.0;1026.0
Paris Gare de Lyon Fresque;350744024.0;2020-02-20;1.0;0.0;1037.0
Paris Gare de Lyon Fresque;350744024.0;2020-03-09;67.0;0.0;911.0
Paris Gare de Lyon Fresque;350744024.0;2020-03-10;41.0;0.0;869.0
Paris Gare de Lyon Fresque;350744024.0;2020-06-05;67.0;1.0;449.0
Paris Gare de Lyon Fresque;350744024.0;2020-06-12;17.0;0.0;532.0
Paris Gare de Lyon Fresque;350744024.0;2020-06-27;139.0;8.0;421.0
Paris Gare de Lyon Fresque;350744024.0;2020-06-30;177.0;0.0;497.0
Paris Gare de Lyon Fresque;350744024.0;2020-07-03;125.0;5.0;563.0
Paris Gare de Lyon Fresque;350744024.0;2020-07-11;42.0;0.0;672.0
Paris Gare de Lyon Fresque;350744024.0;2020-07-13;71.0;0.0;488.0
Paris Gare de Lyon Fresque;350744024.0;2020-07-19;0.0;0.0;501.0
Paris Gare de Lyon Fresque;350744024.0;2020-07-20;0.0;0.0;681.0
Paris Gare de Lyon Fresque;350744024.0;2020-07-29;0.0;0.0;600.0
Paris Gare de Lyon Fresque;350744024.0;2020-08-01;21.0;0.0;556.0
Paris Gare de Lyon Fresque;350744024.0;2020-08-04;51.0;20.0;512.0
Paris Gare de Lyon Fresque;350744024.0;2020-08-07;12.0;0.0;599.0
Paris Gare de Lyon Fresque;350744024.0;2020-08-18;18.0;0.0;418.0
Paris Gare de Lyon Fresque;350744024.0;2020-08-20;6.0;0.0;498.0
Paris Gare de Lyon Fresque;350744024.0;2020-08-24;6.0;0.0;530.0
Paris Gare de Lyon Fresque;350744024.0;2020-08-28;0.0;0.0;561.0
Paris Gare de Lyon Fresque;350744024.0;2020-09-03;11.0;0.0;584.0
Paris Gare de Lyon Fresque;350744024.0;2020-09-05;0.0;0.0;598.0
Paris Gare de Lyon Fresque;350744024.0;2020-09-06;0.0;0.0;562.0
Paris Gare de Lyon Fresque;350744024.0;2020-09-10;0.0;0.0;577.0
Paris Gare de Lyon Fresque;350744024.0;2020-09-15;0.0;0.0;538.0
Paris Gare de Lyon Fresque;350744024.0;2020-09-22;5.0;0.0;451.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-01;0.0;0.0;525.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-02;0.0;0.0;512.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-07;0.0;0.0;365.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-10;0.0;0.0;495.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-11;0.0;0.0;401.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-14;0.0;0.0;395.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-19;9.0;0.0;431.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-20;0.0;0.0;417.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-21;0.0;0.0;422.0
Paris Gare de Lyon Fresque;350744024.0;2020-10-23;26.0;0.0;396.0
Paris Gare de Lyon Fresque;350744024.0;2020-11-08;1.0;1.0;107.0
Paris Gare de Lyon Fresque;350744024.0;2020-11-10;0.0;0.0;83.0
Paris Gare de Lyon Fresque;350744024.0;2020-11-22;0.0;0.0;49.0
Paris Gare de Lyon Fresque;350744024.0;2020-11-23;1.0;0.0;109.0
Paris Gare de Lyon Fresque;350744024.0;2020-12-01;0.0;0.0;233.0
Paris Gare de Lyon Fresque;350744024.0;2020-12-10;0.0;0.0;249.0
Paris Gare de Lyon Fresque;350744024.0;2020-12-27;0.0;0.0;65.0
Paris Gare de Lyon Fresque;350744024.0;2020-12-30;0.0;0.0;241.0
Paris Gare de Lyon Fresque;350744024.0;2021-01-05;3.0;0.0;172.0
Paris Gare de Lyon Fresque;350744024.0;2021-01-06;0.0;0.0;118.0
Paris Gare de Lyon Fresque;350744024.0;2021-01-08;0.0;0.0;113.0
Paris Gare de Lyon Fresque;350744024.0;2021-01-11;0.0;0.0;126.0
Paris Gare de Lyon Fresque;350744024.0;2021-01-22;0.0;0.0;124.0
Paris Gare de Lyon Fresque;350744024.0;2021-01-24;0.0;0.0;29.0
Paris Gare de Lyon Fresque;350744024.0;2021-01-30;0.0;0.0;102.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-01;0.0;0.0;145.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-03;0.0;0.0;95.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-05;3.0;0.0;155.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-12;0.0;0.0;157.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-13;1.0;0.0;95.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-16;0.0;0.0;90.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-19;2.0;0.0;154.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-25;0.0;0.0;153.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-26;0.0;0.0;160.0
Paris Gare de Lyon Fresque;350744024.0;2021-02-27;0.0;0.0;134.0
Paris Gare de Lyon Fresque;350744024.0;2021-03-04;1.0;0.0;94.0
Paris Gare de Lyon Fresque;350744024.0;2021-03-08;0.0;0.0;137.0
Paris Gare de Lyon Fresque;350744024.0;2021-03-18;0.0;0.0;40.0
Paris Gare de Lyon Fresque;350744024.0;2021-04-24;16.0;0.0;100.0
Paris Gare de Lyon Fresque;350744024.0;2021-04-26;6.0;0.0;142.0
Paris Gare de Lyon Fresque;350744024.0;2021-05-01;1.0;0.0;79.0
Gare de Bordeaux St Jean;87581009.0;2019-01-02;77.0;0.0;854.0
Gare de Bordeaux St Jean;87581009.0;2019-01-06;0.0;0.0;700.0
Gare de Bordeaux St Jean;87581009.0;2019-01-08;0.0;0.0;711.0
Gare de Bordeaux St Jean;87581009.0;2019-01-09;21.0;0.0;701.0
Gare de Bordeaux St Jean;87581009.0;2019-01-14;15.0;0.0;712.0
Gare de Bordeaux St Jean;87581009.0;2019-01-17;0.0;0.0;781.0
Gare de Bordeaux St Jean;87581009.0;2019-01-20;0.0;0.0;624.0
Gare de Bordeaux St Jean;87581009.0;2019-01-21;5.0;0.0;716.0
Gare de Bordeaux St Jean;87581009.0;2019-01-23;0.0;0.0;686.0
Gare de Bordeaux St Jean;87581009.0;2019-01-24;0.0;0.0;742.0
Gare de Bordeaux St Jean;87581009.0;2019-01-26;0.0;0.0;646.0
Gare de Bordeaux St Jean;87581009.0;2019-01-31;0.0;0.0;485.0
Gare de Bordeaux St Jean;87581009.0;2019-02-01;152.0;0.0;1089.0
Gare de Bordeaux St Jean;87581009.0;2019-02-02;0.0;0.0;686.0
Gare de Bordeaux St Jean;87581009.0;2019-02-11;0.0;0.0;854.0
Gare de Bordeaux St Jean;87581009.0;2019-02-17;17.0;0.0;727.0
Gare de Bordeaux St Jean;87581009.0;2019-02-18;135.0;7.0;789.0
Gare de Bordeaux St Jean;87581009.0;2019-02-19;45.0;0.0;702.0
Gare de Bordeaux St Jean;87581009.0;2019-02-23;0.0;0.0;483.0
Gare de Bordeaux St Jean;87581009.0;2019-02-25;3.0;0.0;800.0
Gare de Bordeaux St Jean;87581009.0;2019-02-27;23.0;0.0;745.0
Gare de Bordeaux St Jean;87581009.0;2019-03-05;7.0;0.0;780.0
Gare de Bordeaux St Jean;87581009.0;2019-03-17;5.0;0.0;705.0
Gare de Bordeaux St Jean;87581009.0;2019-03-22;41.0;0.0;899.0
Gare de Bordeaux St Jean;87581009.0;2019-03-25;124.0;14.0;784.0
Gare de Bordeaux St Jean;87581009.0;2019-04-01;50.0;1.0;860.0
Gare de Bordeaux St Jean;87581009.0;2019-04-05;94.0;0.0;547.0
Gare de Bordeaux St Jean;87581009.0;2019-04-19;68.0;0.0;924.0
Gare de Bordeaux St Jean;87581009.0;2019-04-27;24.0;0.0;567.0
Gare de Bordeaux St Jean;87581009.0;2019-05-04;0.0;0.0;819.0
Gare de Bordeaux St Jean;87581009.0;2019-05-05;2.0;0.0;782.0
Gare de Bordeaux St Jean;87581009.0;2019-05-10;169.0;1.0;800.0
Gare de Bordeaux St Jean;87581009.0;2019-05-22;66.0;0.0;672.0
Gare de Bordeaux St Jean;87581009.0;2019-06-02;0.0;0.0;325.0
Gare de Bordeaux St Jean;87581009.0;2019-06-06;128.0;23.0;1027.0
Gare de Bordeaux St Jean;87581009.0;2019-06-20;188.0;11.0;633.0
Gare de Bordeaux St Jean;87581009.0;2019-06-23;59.0;0.0;797.0
Gare de Bordeaux St Jean;87581009.0;2019-06-26;141.0;14.0;782.0
Gare de Bordeaux St Jean;87581009.0;2019-07-02;63.0;2.0;627.0
Gare de Bordeaux St Jean;87581009.0;2019-07-03;42.0;1.0;742.0
Gare de Bordeaux St Jean;87581009.0;2019-07-14;12.0;0.0;634.0
Gare de Bordeaux St Jean;87581009.0;2019-07-15;110.0;13.0;971.0
Gare de Bordeaux St Jean;87581009.0;2019-07-21;2.0;0.0;832.0
Gare de Bordeaux St Jean;87581009.0;2019-08-05;30.0;0.0;822.0
Gare de Bordeaux St Jean;87581009.0;2019-08-07;28.0;0.0;912.0
Gare de Bordeaux St Jean;87581009.0;2019-08-15;1.0;0.0;798.0
Gare de Bordeaux St Jean;87581009.0;2019-08-18;1.0;0.0;858.0
Gare de Bordeaux St Jean;87581009.0;2019-08-19;66.0;6.0;989.0
Gare de Bordeaux St Jean;87581009.0;2019-08-28;175.0;13.0;941.0
Gare de Bordeaux St Jean;87581009.0;2019-09-02;236.0;3.0;932.0
Gare de Bordeaux St Jean;87581009.0;2019-09-07;76.0;0.0;933.0
Gare de Bordeaux St Jean;87581009.0;2019-09-09;30.0;0.0;1050.0
Gare de Bordeaux St Jean;87581009.0;2019-09-14;20.0;0.0;792.0
Gare de Bordeaux St Jean;87581009.0;2019-09-17;134.0;32.0;886.0
Gare de Bordeaux St Jean;87581009.0;2019-09-25;84.0;5.0;860.0
Gare de Bordeaux St Jean;87581009.0;2019-10-05;67.0;0.0;786.0
Gare de Bordeaux St Jean;87581009.0;2019-10-11;39.0;1.0;846.0
Gare de Bordeaux St Jean;87581009.0;2019-10-12;64.0;0.0;709.0
Gare de Bordeaux St Jean;87581009.0;2019-10-15;84.0;5.0;798.0
Gare de Bordeaux St Jean;87581009.0;2019-10-17;64.0;0.0;702.0
Gare de Bordeaux St Jean;87581009.0;2019-10-22;42.0;0.0;689.0
Gare de Bordeaux St Jean;87581009.0;2019-10-26;14.0;0.0;847.0
Gare de Bordeaux St Jean;87581009.0;2019-10-28;174.0;2.0;643.0
Gare de Bordeaux St Jean;87581009.0;2019-11-07;86.0;1.0;732.0
Gare de Bordeaux St Jean;87581009.0;2019-11-10;0.0;0.0;655.0
Gare de Bordeaux St Jean;87581009.0;2019-11-11;0.0;0.0;797.0
Gare de Bordeaux St Jean;87581009.0;2019-11-13;123.0;13.0;706.0
Gare de Bordeaux St Jean;87581009.0;2019-11-17;0.0;0.0;591.0
Gare de Bordeaux St Jean;87581009.0;2019-11-24;0.0;0.0;625.0
Gare de Bordeaux St Jean;87581009.0;2019-11-25;39.0;0.0;731.0
Gare de Bordeaux St Jean;87581009.0;2019-12-14;0.0;0.0;384.0
Gare de Bordeaux St Jean;87581009.0;2019-12-15;18.0;0.0;387.0
Gare de Bordeaux St Jean;87581009.0;2019-12-18;88.0;0.0;290.0
Gare de Bordeaux St Jean;87581009.0;2019-12-19;67.0;4.0;496.0
Gare de Bordeaux St Jean;87581009.0;2019-12-22;11.0;0.0;417.0
Gare de Bordeaux St Jean;87581009.0;2019-12-23;29.0;0.0;377.0
Gare de Bordeaux St Jean;87581009.0;2019-12-27;12.0;0.0;564.0
Gare de Bordeaux St Jean;87581009.0;2020-01-07;17.0;0.0;434.0
Gare de Bordeaux St Jean;87581009.0;2020-01-08;10.0;0.0;496.0
Gare de Bordeaux St Jean;87581009.0;2020-01-10;40.0;0.0;434.0
Gare de Bordeaux St Jean;87581009.0;2020-01-12;8.0;0.0;309.0
Gare de Bordeaux St Jean;87581009.0;2020-01-13;52.0;3.0;425.0
Gare de Bordeaux St Jean;87581009.0;2020-01-20;82.0;16.0;469.0
Gare de Bordeaux St Jean;87581009.0;2020-01-26;0.0;0.0;400.0
Gare de Bordeaux St Jean;87581009.0;2020-02-06;30.0;3.0;335.0
Gare de Bordeaux St Jean;87581009.0;2020-02-07;55.0;2.0;499.0
Gare de Bordeaux St Jean;87581009.0;2020-02-16;0.0;0.0;509.0
Gare de Bordeaux St Jean;87581009.0;2020-02-22;53.0;4.0;562.0
Gare de Bordeaux St Jean;87581009.0;2020-02-28;36.0;0.0;581.0
Gare de Bordeaux St Jean;87581009.0;2020-03-05;44.0;0.0;545.0
Gare de Bordeaux St Jean;87581009.0;2020-03-08;0.0;0.0;381.0
Gare de Bordeaux St Jean;87581009.0;2020-03-10;13.0;0.0;517.0
Gare de Bordeaux St Jean;87581009.0;2020-03-12;28.0;3.0;461.0
Gare de Bordeaux St Jean;87581009.0;2020-06-09;6.0;3.0;352.0
Gare de Bordeaux St Jean;87581009.0;2020-06-18;6.0;0.0;404.0
Gare de Bordeaux St Jean;87581009.0;2020-06-22;31.0;0.0;494.0
Gare de Bordeaux St Jean;87581009.0;2020-06-26;41.0;0.0;454.0
Gare de Bordeaux St Jean;87581009.0;2020-07-05;0.0;0.0;352.0
Gare de Bordeaux St Jean;87581009.0;2020-07-22;10.0;0.0;471.0
Gare de Bordeaux St Jean;87581009.0;2020-08-05;0.0;0.0;540.0
Gare de Bordeaux St Jean;87581009.0;2020-08-06;0.0;0.0;525.0
Gare de Bordeaux St Jean;87581009.0;2020-08-12;11.0;0.0;448.0
Gare de Bordeaux St Jean;87581009.0;2020-08-29;16.0;0.0;498.0
Gare de Bordeaux St Jean;87581009.0;2020-09-02;10.0;0.0;479.0
Gare de Bordeaux St Jean;87581009.0;2020-09-06;2.0;0.0;512.0
Gare de Bordeaux St Jean;87581009.0;2020-09-09;2.0;0.0;512.0
Gare de Bordeaux St Jean;87581009.0;2020-09-10;0.0;0.0;465.0
Gare de Bordeaux St Jean;87581009.0;2020-09-19;8.0;1.0;303.0
Gare de Bordeaux St Jean;87581009.0;2020-09-22;26.0;0.0;393.0
Gare de Bordeaux St Jean;87581009.0;2020-09-24;8.0;0.0;410.0
Gare de Bordeaux St Jean;87581009.0;2020-09-29;9.0;0.0;400.0
Gare de Bordeaux St Jean;87581009.0;2020-09-30;27.0;0.0;423.0
Gare de Bordeaux St Jean;87581009.0;2020-10-21;3.0;0.0;402.0
Gare de Bordeaux St Jean;87581009.0;2020-10-27;0.0;0.0;384.0
Gare de Bordeaux St Jean;87581009.0;2020-10-28;8.0;0.0;372.0
Gare de Bordeaux St Jean;87581009.0;2020-10-29;87.0;0.0;551.0
Gare de Bordeaux St Jean;87581009.0;2020-10-30;3.0;0.0;306.0
Gare de Bordeaux St Jean;87581009.0;2020-10-31;0.0;0.0;263.0
Gare de Bordeaux St Jean;87581009.0;2020-11-01;0.0;0.0;186.0
Gare de Bordeaux St Jean;87581009.0;2020-11-06;0.0;0.0;144.0
Gare de Bordeaux St Jean;87581009.0;2020-11-21;5.0;0.0;95.0
Gare de Bordeaux St Jean;87581009.0;2020-11-22;0.0;0.0;49.0
Gare de Bordeaux St Jean;87581009.0;2020-12-20;0.0;0.0;210.0
Gare de Bordeaux St Jean;87581009.0;2020-12-25;0.0;0.0;162.0
Gare de Bordeaux St Jean;87581009.0;2021-01-09;0.0;0.0;211.0
Gare de Bordeaux St Jean;87581009.0;2021-01-11;0.0;0.0;250.0
Gare de Bordeaux St Jean;87581009.0;2021-01-12;0.0;0.0;272.0
Gare de Bordeaux St Jean;87581009.0;2021-01-13;0.0;0.0;272.0
Gare de Bordeaux St Jean;87581009.0;2021-01-15;1.0;0.0;358.0
Gare de Bordeaux St Jean;87581009.0;2021-01-27;0.0;0.0;276.0
Gare de Bordeaux St Jean;87581009.0;2021-01-30;0.0;0.0;195.0
Gare de Bordeaux St Jean;87581009.0;2021-02-01;0.0;0.0;262.0
Gare de Bordeaux St Jean;87581009.0;2021-02-10;0.0;0.0;273.0
Gare de Bordeaux St Jean;87581009.0;2021-02-11;0.0;0.0;245.0
Gare de Bordeaux St Jean;87581009.0;2021-02-13;0.0;0.0;228.0
Gare de Bordeaux St Jean;87581009.0;2021-02-14;0.0;0.0;196.0
Gare de Bordeaux St Jean;87581009.0;2021-02-15;0.0;0.0;286.0
Gare de Bordeaux St Jean;87581009.0;2021-02-25;0.0;0.0;287.0
Gare de Bordeaux St Jean;87581009.0;2021-02-26;5.0;0.0;316.0
Gare de Bordeaux St Jean;87581009.0;2021-02-28;0.0;0.0;208.0
Gare de Bordeaux St Jean;87581009.0;2021-03-02;0.0;0.0;271.0
Gare de Bordeaux St Jean;87581009.0;2021-03-03;0.0;0.0;271.0
Gare de Bordeaux St Jean;87581009.0;2021-03-20;0.0;0.0;261.0
Gare de Bordeaux St Jean;87581009.0;2021-03-21;0.0;0.0;200.0
Gare de Bordeaux St Jean;87581009.0;2021-03-26;0.0;0.0;284.0
Gare de Bordeaux St Jean;87581009.0;2021-03-30;0.0;0.0;255.0
Gare de Bordeaux St Jean;87581009.0;2021-04-03;0.0;0.0;311.0
Gare de Bordeaux St Jean;87581009.0;2021-04-05;0.0;0.0;188.0
Gare de Bordeaux St Jean;87581009.0;2021-04-13;0.0;0.0;135.0
Gare de Bordeaux St Jean;87581009.0;2021-04-16;0.0;0.0;200.0
Gare de Bordeaux St Jean;87581009.0;2021-04-18;0.0;0.0;139.0
Gare de Paris Austerlitz;175094000.0;2020-11-13;6.0;5.0;252.0
Gare de Paris Austerlitz;175094000.0;2020-12-04;2.0;0.0;167.0
Gare de Paris Austerlitz;175094000.0;2020-12-08;1.0;0.0;157.0
Gare de Paris Austerlitz;175094000.0;2020-12-28;0.0;0.0;376.0
Gare de Paris Austerlitz;175094000.0;2020-12-29;3.0;0.0;377.0
Gare de Paris Austerlitz;175094000.0;2021-01-05;0.0;0.0;259.0
Gare de Paris Austerlitz;175094000.0;2021-01-06;0.0;0.0;272.0
Gare de Paris Austerlitz;175094000.0;2021-01-10;0.0;0.0;238.0
Gare de Paris Austerlitz;175094000.0;2021-01-13;0.0;0.0;283.0
Gare de Paris Austerlitz;175094000.0;2021-01-20;3.0;0.0;249.0
Gare de Paris Austerlitz;175094000.0;2021-01-21;1.0;0.0;255.0
Gare de Paris Austerlitz;175094000.0;2021-01-30;1.0;0.0;291.0
Gare de Paris Austerlitz;175094000.0;2021-01-31;0.0;0.0;207.0
Gare de Paris Austerlitz;175094000.0;2021-02-02;1.0;0.0;224.0
Gare de Paris Austerlitz;175094000.0;2021-02-04;8.0;0.0;226.0
Gare de Paris Austerlitz;175094000.0;2021-02-12;6.0;0.0;365.0
Gare de Paris Austerlitz;175094000.0;2021-02-19;1.0;0.0;313.0
Gare de Paris Austerlitz;175094000.0;2021-03-05;0.0;0.0;289.0
Gare de Paris Austerlitz;175094000.0;2021-03-06;4.0;0.0;255.0
Gare de Paris Austerlitz;175094000.0;2021-03-11;1.0;0.0;223.0
Gare de Paris Austerlitz;175094000.0;2021-03-14;1.0;0.0;181.0
Gare de Paris Austerlitz;175094000.0;2021-03-17;0.0;0.0;187.0
Gare de Paris Austerlitz;175094000.0;2021-03-21;4.0;0.0;101.0
Gare de Paris Austerlitz;175094000.0;2021-03-22;0.0;0.0;170.0
Gare de Paris Austerlitz;175094000.0;2021-03-27;0.0;0.0;163.0
Gare de Paris Austerlitz;175094000.0;2021-03-29;0.0;0.0;196.0
Gare de Paris Austerlitz;175094000.0;2021-04-06;0.0;0.0;247.0
Gare de Paris Austerlitz;175094000.0;2021-04-09;1.0;0.0;256.0
Gare de Paris Austerlitz;175094000.0;2021-04-12;4.0;0.0;201.0
Gare de Paris Austerlitz;175094000.0;2021-04-27;1.0;0.0;224.0
Gare de Paris Austerlitz;175094000.0;2021-04-29;15.0;2.0;259.0
Gare de Paris Saint Lazare;262152024.0;2019-01-02;118.0;0.0;443.0
Gare de Paris Saint Lazare;262152024.0;2019-01-05;0.0;0.0;343.0
Gare de Paris Saint Lazare;262152024.0;2019-01-08;25.0;0.0;495.0
Gare de Paris Saint Lazare;262152024.0;2019-01-16;91.0;16.0;525.0
Gare de Paris Saint Lazare;262152024.0;2019-01-18;109.0;6.0;596.0
Gare de Paris Saint Lazare;262152024.0;2019-01-23;29.0;5.0;402.0
Gare de Paris Saint Lazare;262152024.0;2019-02-07;173.0;32.0;459.0
Gare de Paris Saint Lazare;262152024.0;2019-02-19;140.0;39.0;447.0
Gare de Paris Saint Lazare;262152024.0;2019-02-21;143.0;10.0;450.0
Gare de Paris Saint Lazare;262152024.0;2019-02-23;83.0;0.0;333.0
Gare de Paris Saint Lazare;262152024.0;2019-03-02;74.0;18.0;341.0
Gare de Paris Saint Lazare;262152024.0;2019-03-16;13.0;0.0;353.0
Gare de Paris Saint Lazare;262152024.0;2019-03-18;102.0;20.0;345.0
Gare de Paris Saint Lazare;262152024.0;2019-03-26;168.0;15.0;477.0
Gare de Paris Saint Lazare;262152024.0;2019-04-02;157.0;20.0;489.0
Gare de Paris Saint Lazare;262152024.0;2019-04-13;84.0;16.0;358.0
Gare de Paris Saint Lazare;262152024.0;2019-04-17;150.0;44.0;454.0
Gare de Paris Saint Lazare;262152024.0;2019-04-25;142.0;75.0;436.0
Gare de Paris Saint Lazare;262152024.0;2019-05-04;81.0;13.0;311.0
Gare de Paris Saint Lazare;262152024.0;2019-05-06;127.0;44.0;398.0
Gare de Paris Saint Lazare;262152024.0;2019-05-14;74.0;43.0;253.0
Gare de Paris Saint Lazare;262152024.0;2019-05-21;88.0;4.0;519.0
Gare de Paris Saint Lazare;262152024.0;2019-05-22;132.0;22.0;507.0
Gare de Paris Saint Lazare;262152024.0;2019-05-24;65.0;33.0;470.0
Gare de Paris Saint Lazare;262152024.0;2019-05-28;163.0;24.0;421.0
Gare de Paris Saint Lazare;262152024.0;2019-05-29;166.0;14.0;499.0
Gare de Paris Saint Lazare;262152024.0;2019-06-04;98.0;17.0;202.0
Gare de Paris Saint Lazare;262152024.0;2019-06-08;118.0;54.0;248.0
Gare de Paris Saint Lazare;262152024.0;2019-06-13;161.0;75.0;337.0
Gare de Paris Saint Lazare;262152024.0;2019-06-19;204.0;27.0;390.0
Gare de Paris Saint Lazare;262152024.0;2019-06-21;173.0;27.0;413.0
Gare de Paris Saint Lazare;262152024.0;2019-06-22;104.0;2.0;257.0
Gare de Paris Saint Lazare;262152024.0;2019-06-28;160.0;16.0;419.0
Gare de Paris Saint Lazare;262152024.0;2019-06-29;112.0;24.0;181.0
Gare de Paris Saint Lazare;262152024.0;2019-07-03;203.0;26.0;367.0
Gare de Paris Saint Lazare;262152024.0;2019-07-10;199.0;57.0;355.0
Gare de Paris Saint Lazare;262152024.0;2019-07-18;130.0;32.0;458.0
Gare de Paris Saint Lazare;262152024.0;2019-07-22;179.0;27.0;367.0
Gare de Paris Saint Lazare;262152024.0;2019-08-08;151.0;34.0;386.0
Gare de Paris Saint Lazare;262152024.0;2019-08-09;95.0;12.0;456.0
Gare de Paris Saint Lazare;262152024.0;2019-08-13;147.0;0.0;434.0
Gare de Paris Saint Lazare;262152024.0;2019-09-02;15.0;0.0;333.0
Gare de Paris Saint Lazare;262152024.0;2019-09-28;109.0;17.0;241.0
Gare de Paris Saint Lazare;262152024.0;2019-10-02;106.0;8.0;404.0
Gare de Paris Saint Lazare;262152024.0;2019-10-04;96.0;0.0;428.0
Gare de Paris Saint Lazare;262152024.0;2019-10-07;50.0;0.0;495.0
Gare de Paris Saint Lazare;262152024.0;2019-10-08;93.0;6.0;437.0
Gare de Paris Saint Lazare;262152024.0;2019-10-17;108.0;5.0;453.0
Gare de Paris Saint Lazare;262152024.0;2019-11-15;143.0;0.0;400.0
Gare de Paris Saint Lazare;262152024.0;2019-11-26;45.0;0.0;493.0
Gare de Paris Saint Lazare;262152024.0;2019-11-28;80.0;0.0;466.0
Gare de Paris Saint Lazare;262152024.0;2019-12-03;77.0;0.0;412.0
Gare de Paris Saint Lazare;262152024.0;2019-12-12;39.0;0.0;165.0
Gare de Paris Saint Lazare;262152024.0;2019-12-16;50.0;0.0;359.0
Gare de Paris Saint Lazare;262152024.0;2019-12-20;211.0;21.0;386.0
Gare de Paris Saint Lazare;262152024.0;2020-01-03;4.0;0.0;368.0
Gare de Paris Saint Lazare;262152024.0;2020-01-08;0.0;0.0;413.0
Gare de Paris Saint Lazare;262152024.0;2020-01-13;64.0;0.0;373.0
Gare de Paris Saint Lazare;262152024.0;2020-01-15;1.0;0.0;430.0
Gare de Paris Saint Lazare;262152024.0;2020-01-17;19.0;0.0;408.0
Gare de Paris Saint Lazare;262152024.0;2020-01-21;27.0;0.0;443.0
Gare de Paris Saint Lazare;262152024.0;2020-01-27;217.0;32.0;443.0
Gare de Paris Saint Lazare;262152024.0;2020-02-04;167.0;0.0;463.0
Gare de Paris Saint Lazare;262152024.0;2020-02-05;165.0;0.0;437.0
Gare de Paris Saint Lazare;262152024.0;2020-02-10;145.0;2.0;387.0
Gare de Paris Saint Lazare;262152024.0;2020-03-11;154.0;0.0;447.0
Gare de Paris Saint Lazare;262152024.0;2020-03-14;0.0;0.0;387.0
Gare de Paris Saint Lazare;262152024.0;2020-05-15;3.0;0.0;206.0
Gare de Paris Saint Lazare;262152024.0;2020-05-25;19.0;7.0;210.0
Gare de Paris Saint Lazare;262152024.0;2020-05-29;23.0;0.0;335.0
Gare de Paris Saint Lazare;262152024.0;2020-05-30;57.0;3.0;216.0
Gare de Paris Saint Lazare;262152024.0;2020-06-04;73.0;0.0;384.0
Gare de Paris Saint Lazare;262152024.0;2020-06-11;92.0;0.0;379.0
Gare de Paris Saint Lazare;262152024.0;2020-06-16;182.0;32.0;375.0
Gare de Paris Saint Lazare;262152024.0;2020-07-03;173.0;43.0;376.0
